Time,DistrictCode,TypeCode,Popularity
2018-02-15-18,4,3,8
2018-02-15-19,4,3,9
2018-02-15-20,4,3,5
2018-02-15-21,4,3,8
2018-02-15-22,4,3,12
2018-02-15-23,4,3,8
2018-02-16-00,4,3,13
2018-02-16-01,4,3,15
2018-02-16-02,4,3,12
2018-02-16-03,4,3,9
2018-02-16-04,4,3,17
2018-02-16-05,4,3,15
2018-02-16-06,4,3,21
2018-02-16-07,4,3,18
2018-02-16-08,4,3,13
2018-02-16-09,4,3,18
2018-02-16-10,4,3,14
2018-02-16-11,4,3,25
2018-02-16-12,4,3,43
2018-02-16-13,4,3,24
2018-02-16-14,4,3,20
2018-02-16-15,4,3,11
2018-02-16-16,4,3,22
2018-02-16-17,4,3,17
2018-02-16-18,4,3,7
2018-02-16-19,4,3,22
2018-02-16-20,4,3,13
2018-02-16-21,4,3,20
2018-02-16-22,4,3,26
2018-02-16-23,4,3,22
2018-02-17-00,4,3,26
2018-02-17-01,4,3,23
2018-02-17-02,4,3,22
2018-02-17-03,4,3,22
2018-02-17-04,4,3,36
2018-02-17-05,4,3,20
2018-02-17-06,4,3,24
2018-02-17-07,4,3,32
2018-02-17-08,4,3,15
2018-02-17-09,4,3,18
2018-02-17-10,4,3,29
2018-02-17-11,4,3,32
2018-02-17-12,4,3,20
2018-02-17-13,4,3,14
2018-02-17-14,4,3,22
2018-02-17-15,4,3,23
2018-02-17-16,4,3,30
2018-02-17-17,4,3,11
2018-02-17-18,4,3,10
2018-02-17-19,4,3,16
2018-02-17-20,4,3,16
2018-02-17-21,4,3,22
2018-02-17-22,4,3,18
2018-02-17-23,4,3,22
2018-02-18-00,4,3,23
2018-02-18-01,4,3,14
2018-02-18-02,4,3,15
2018-02-18-03,4,3,27
2018-02-18-04,4,3,27
2018-02-18-05,4,3,33
2018-02-18-06,4,3,19
2018-02-18-07,4,3,42
2018-02-18-08,4,3,35
2018-02-18-09,4,3,46
2018-02-18-10,4,3,41
2018-02-18-11,4,3,32
2017-11-24-12,4,4,16
2017-11-24-13,4,4,0
2017-11-24-14,4,4,14
2017-11-24-15,4,4,0
2017-11-24-16,4,4,6
2017-11-24-17,4,4,0
2017-11-24-18,4,4,11
2017-11-24-19,4,4,0
2017-11-24-20,4,4,14
2017-11-24-21,4,4,13
2017-11-24-22,4,4,21
2017-11-24-23,4,4,21
2017-11-25-00,4,4,21
2017-11-25-01,4,4,9
2017-11-25-02,4,4,18
2017-11-25-03,4,4,10
2017-11-25-04,4,4,15
2017-11-25-05,4,4,22
2017-11-25-08,4,4,7
2017-11-25-09,4,4,22
2017-11-25-10,4,4,15
2017-11-25-11,4,4,32
2017-11-25-12,4,4,0
2017-11-25-13,4,4,25
2017-11-25-14,4,4,8
2017-11-25-15,4,4,0
2017-11-25-16,4,4,0
2017-11-25-17,4,4,6
2017-11-25-18,4,4,6
2017-11-25-19,4,4,18
2017-11-25-20,4,4,11
2017-11-25-21,4,4,20
2017-11-25-22,4,4,14
2017-11-25-23,4,4,28
2017-11-26-00,4,4,23
2017-11-26-01,4,4,19
2017-11-26-02,4,4,14
2017-11-26-03,4,4,20
2017-11-26-04,4,4,11
2017-11-26-05,4,4,17
2017-11-26-06,4,4,6
2017-11-26-07,4,4,35
2017-11-26-08,4,4,15
2017-11-26-09,4,4,8
2017-11-26-10,4,4,8
2017-11-26-11,4,4,32
2017-11-26-12,4,4,0
2017-11-26-13,4,4,17
2017-11-26-14,4,4,8
2017-11-26-15,4,4,0
2017-11-26-16,4,4,14
2017-11-26-17,4,4,13
2017-11-26-18,4,4,6
2017-11-26-19,4,4,12
2017-11-26-20,4,4,16
2017-11-26-21,4,4,15
2017-11-26-22,4,4,14
2017-11-26-23,4,4,28
2017-11-27-00,4,4,27
2017-11-27-01,4,4,18
2017-11-27-02,4,4,9
2017-11-27-03,4,4,9
2017-11-27-04,4,4,10
2017-11-27-05,4,4,26
2017-11-27-06,4,4,30
2017-11-27-07,4,4,33
2017-11-27-08,4,4,7
2017-11-27-09,4,4,7
2017-11-27-10,4,4,14
2017-11-27-11,4,4,22
2017-11-27-12,4,4,0
2017-11-27-13,4,4,0
2017-11-27-14,4,4,14
2017-11-27-15,4,4,13
2017-11-27-16,4,4,6
2017-11-27-17,4,4,16
2017-11-27-18,4,4,15
2017-11-27-19,4,4,10
2017-11-27-20,4,4,4
2017-11-27-21,4,4,16
2017-11-27-22,4,4,4
2017-11-27-23,4,4,11
2017-11-28-00,4,4,15
2017-11-28-01,4,4,8
2017-11-28-02,4,4,0
2017-11-28-03,4,4,8
2017-11-28-04,4,4,9
2017-11-28-05,4,4,5
2017-11-28-06,4,4,11
2017-11-28-07,4,4,6
2017-11-28-08,4,4,20
2017-11-28-09,4,4,0
2017-11-28-10,4,4,20
2017-11-28-11,4,4,0
2017-11-28-12,4,4,15
2017-11-28-13,4,4,8
2017-11-28-14,4,4,0
2017-11-28-15,4,4,6
2017-11-28-16,4,4,6
2017-11-28-17,4,4,0
2017-11-28-18,4,4,10
2017-11-28-19,4,4,15
2017-11-28-20,4,4,18
2017-11-28-21,4,4,4
2017-11-28-22,4,4,12
2017-11-28-23,4,4,11
2017-11-29-00,4,4,14
2017-11-29-01,4,4,11
2017-11-29-02,4,4,17
2017-11-29-03,4,4,4
2017-11-29-04,4,4,23
2017-11-29-05,4,4,5
2017-11-29-06,4,4,34
2017-11-29-07,4,4,26
2017-11-29-08,4,4,7
2017-11-29-09,4,4,20
2017-11-29-10,4,4,14
2017-11-29-11,4,4,7
2017-11-29-12,4,4,0
2017-11-29-13,4,4,31
2017-11-29-14,4,4,7
2017-11-29-15,4,4,13
2017-11-29-16,4,4,12
2017-11-29-17,4,4,6
2017-11-29-18,4,4,5
2017-11-29-19,4,4,10
2017-11-29-20,4,4,14
2017-11-29-21,4,4,4
2017-11-29-22,4,4,8
2017-11-29-23,4,4,16
2017-11-30-00,4,4,16
2017-11-30-01,4,4,0
2017-11-30-02,4,4,0
2017-11-30-03,4,4,4
2017-11-30-04,4,4,23
2017-11-30-05,4,4,0
2017-11-30-06,4,4,40
2017-11-30-07,4,4,0
2017-11-30-08,4,4,21
2017-11-30-09,4,4,7
2017-11-30-10,4,4,7
2017-11-30-11,4,4,0
2017-11-30-12,4,4,8
2017-11-30-13,4,4,8
2017-11-30-14,4,4,15
2017-11-30-15,4,4,13
2017-11-30-16,4,4,6
2017-11-30-17,4,4,6
2017-11-30-18,4,4,16
2017-11-30-19,4,4,26
2017-11-30-20,4,4,14
2017-11-30-21,4,4,22
2017-11-30-22,4,4,8
2017-11-30-23,4,4,24
2017-12-01-00,4,4,12
2017-12-01-01,4,4,0
2017-12-01-02,4,4,0
2017-12-01-03,4,4,4
2017-12-01-04,4,4,19
2017-12-01-05,4,4,10
2017-12-01-06,4,4,6
2017-12-01-07,4,4,13
2017-12-01-08,4,4,21
2017-12-01-09,4,4,7
2017-12-01-10,4,4,7
2017-12-01-11,4,4,14
2017-12-01-12,4,4,15
2017-12-01-13,4,4,8
2017-12-01-14,4,4,21
2017-12-01-15,4,4,19
2017-12-01-16,4,4,0
2017-12-01-17,4,4,5
2017-12-01-18,4,4,16
2017-12-01-19,4,4,25
2017-12-01-20,4,4,23
2017-12-01-21,4,4,21
2017-12-01-22,4,4,28
2017-12-01-23,4,4,12
2017-12-02-00,4,4,12
2017-12-02-01,4,4,21
2017-12-02-02,4,4,9
2017-12-02-03,4,4,0
2017-12-02-04,4,4,5
2017-12-02-05,4,4,15
2017-12-02-06,4,4,12
2017-12-02-07,4,4,13
2017-12-02-08,4,4,0
2017-12-02-09,4,4,7
2017-12-02-10,4,4,23
2017-12-02-11,4,4,0
2017-12-02-12,4,4,24
2017-12-02-13,4,4,8
2017-12-02-14,4,4,32
2017-12-02-15,4,4,22
2017-12-02-16,4,4,7
2017-12-02-17,4,4,0
2017-12-02-18,4,4,6
2017-12-02-19,4,4,6
2017-12-02-20,4,4,16
2017-12-02-21,4,4,24
2017-12-02-22,4,4,14
2017-12-02-23,4,4,23
2017-12-03-00,4,4,13
2017-12-03-01,4,4,18
2017-12-03-02,4,4,18
2017-12-03-03,4,4,24
2017-12-03-04,4,4,31
2017-12-03-05,4,4,16
2017-12-03-06,4,4,18
2017-12-03-07,4,4,20
2017-12-03-08,4,4,14
2017-12-03-09,4,4,0
2017-12-03-10,4,4,7
2017-12-03-11,4,4,15
2017-12-03-12,4,4,8
2017-12-03-13,4,4,0
2017-12-03-14,4,4,8
2017-12-03-15,4,4,0
2017-12-03-16,4,4,7
2017-12-03-17,4,4,6
2017-12-03-18,4,4,0
2017-12-03-19,4,4,0
2017-12-03-20,4,4,16
2017-12-03-21,4,4,15
2017-12-03-22,4,4,9
2017-12-03-23,4,4,22
2017-12-04-00,4,4,4
2017-12-04-01,4,4,4
2017-12-04-02,4,4,9
2017-12-04-03,4,4,9
2017-12-04-04,4,4,24
2017-12-04-05,4,4,26
2017-12-04-06,4,4,23
2017-12-04-07,4,4,19
2017-12-04-08,4,4,0
2017-12-04-09,4,4,7
2017-12-04-10,4,4,14
2017-12-04-11,4,4,14
2017-12-04-12,4,4,7
2017-12-04-13,4,4,0
2017-12-04-14,4,4,7
2017-12-04-15,4,4,0
2017-12-04-16,4,4,0
2017-12-04-17,4,4,11
2017-12-04-18,4,4,25
2017-12-04-19,4,4,9
2017-12-04-20,4,4,9
2017-12-04-21,4,4,16
2017-12-04-22,4,4,19
2017-12-04-23,4,4,15
2017-12-05-00,4,4,26
2017-12-05-01,4,4,19
2017-12-05-02,4,4,16
2017-12-05-03,4,4,4
2017-12-05-04,4,4,22
2017-12-05-05,4,4,14
2017-12-05-06,4,4,0
2017-12-05-07,4,4,0
2017-12-05-08,4,4,7
2017-12-05-09,4,4,13
2017-12-05-10,4,4,13
2017-12-05-11,4,4,21
2017-12-05-12,4,4,14
2017-12-05-13,4,4,14
2017-12-05-14,4,4,0
2017-12-05-15,4,4,18
2017-12-05-16,4,4,0
2017-12-05-17,4,4,11
2017-12-05-18,4,4,10
2017-12-05-19,4,4,14
2017-12-05-20,4,4,39
2017-12-05-21,4,4,20
2017-12-05-22,4,4,11
2017-12-05-23,4,4,19
2017-12-06-00,4,4,23
2017-12-06-01,4,4,4
2017-12-06-02,4,4,12
2017-12-06-03,4,4,8
2017-12-06-04,4,4,21
2017-12-06-05,4,4,19
2017-12-06-06,4,4,16
2017-12-06-07,4,4,12
2017-12-06-08,4,4,13
2017-12-06-09,4,4,13
2017-12-06-10,4,4,13
2017-12-06-11,4,4,21
2017-12-06-12,4,4,15
2017-12-06-13,4,4,7
2017-12-06-14,4,4,20
2017-12-06-15,4,4,12
2017-12-06-16,4,4,0
2017-12-06-17,4,4,11
2017-12-06-18,4,4,0
2017-12-06-19,4,4,19
2017-12-06-20,4,4,22
2017-12-06-21,4,4,8
2017-12-06-22,4,4,19
2017-12-06-23,4,4,4
2017-12-07-00,4,4,8
2017-12-07-01,4,4,16
2017-12-07-02,4,4,20
2017-12-07-03,4,4,21
2017-12-07-04,4,4,13
2017-12-07-05,4,4,5
2017-12-07-06,4,4,11
2017-12-07-07,4,4,0
2017-12-07-08,4,4,20
2017-12-07-09,4,4,26
2017-12-07-10,4,4,13
2017-12-07-11,4,4,28
2017-12-07-12,4,4,0
2017-12-07-13,4,4,15
2017-12-07-14,4,4,0
2017-12-07-15,4,4,31
2017-12-07-16,4,4,11
2017-12-07-17,4,4,0
2017-12-07-18,4,4,10
2017-12-07-19,4,4,15
2017-12-07-20,4,4,22
2017-12-07-21,4,4,8
2017-12-07-22,4,4,15
2017-12-07-23,4,4,4
2017-12-08-00,4,4,11
2017-12-08-01,4,4,12
2017-12-08-02,4,4,4
2017-12-08-03,4,4,17
2017-12-08-04,4,4,0
2017-12-08-05,4,4,19
2017-12-08-06,4,4,22
2017-12-08-07,4,4,13
2017-12-08-08,4,4,13
2017-12-08-09,4,4,32
2017-12-08-10,4,4,12
2017-12-08-11,4,4,12
2017-12-08-12,4,4,20
2017-12-08-13,4,4,33
2017-12-08-14,4,4,6
2017-12-08-15,4,4,0
2017-12-08-16,4,4,5
2017-12-08-17,4,4,10
2017-12-08-18,4,4,5
2017-12-08-19,4,4,9
2017-12-08-20,4,4,24
2017-12-08-21,4,4,8
2017-12-08-22,4,4,18
2017-12-08-23,4,4,25
2017-12-09-00,4,4,18
2017-12-09-01,4,4,7
2017-12-09-02,4,4,11
2017-12-09-03,4,4,8
2017-12-09-04,4,4,9
2017-12-09-05,4,4,14
2017-12-09-06,4,4,15
2017-12-09-07,4,4,23
2017-12-09-08,4,4,25
2017-12-09-09,4,4,33
2017-12-09-10,4,4,13
2017-12-09-11,4,4,21
2017-12-09-12,4,4,7
2017-12-09-13,4,4,14
2017-12-09-14,4,4,14
2017-12-09-15,4,4,13
2017-12-09-16,4,4,6
2017-12-09-17,4,4,11
2017-12-09-18,4,4,11
2017-12-09-19,4,4,10
2017-12-09-20,4,4,9
2017-12-09-21,4,4,22
2017-12-09-22,4,4,0
2017-12-09-23,4,4,16
2017-12-10-00,4,4,23
2017-12-10-01,4,4,12
2017-12-10-02,4,4,8
2017-12-10-03,4,4,0
2017-12-10-04,4,4,18
2017-12-10-05,4,4,10
2017-12-10-06,4,4,11
2017-12-10-08,4,4,25
2017-12-10-09,4,4,13
2017-12-10-10,4,4,13
2017-12-10-11,4,4,21
2017-12-10-12,4,4,36
2017-12-10-13,4,4,22
2017-12-10-14,4,4,0
2017-12-10-15,4,4,13
2017-12-10-16,4,4,29
2017-12-10-17,4,4,11
2017-12-10-18,4,4,0
2017-12-10-19,4,4,15
2017-12-10-20,4,4,18
2017-12-10-21,4,4,13
2017-12-10-22,4,4,20
2017-12-10-23,4,4,15
2017-12-11-00,4,4,11
2017-12-11-01,4,4,4
2017-12-11-02,4,4,12
2017-12-11-03,4,4,20
2017-12-11-04,4,4,4
2017-12-11-05,4,4,4
2017-12-11-06,4,4,25
2017-12-11-07,4,4,6
2017-12-11-08,4,4,24
2017-12-11-09,4,4,23
2017-12-11-10,4,4,18
2017-12-11-11,4,4,6
2017-12-11-12,4,4,13
2017-12-11-13,4,4,0
2017-12-11-14,4,4,6
2017-12-11-15,4,4,11
2017-12-11-16,4,4,5
2017-12-11-17,4,4,0
2017-12-11-18,4,4,21
2017-12-11-19,4,4,20
2017-12-11-20,4,4,22
2017-12-11-21,4,4,14
2017-12-11-22,4,4,10
2017-12-11-23,4,4,6
2017-12-12-00,4,4,3
2017-12-12-01,4,4,7
2017-12-12-02,4,4,14
2017-12-12-03,4,4,14
2017-12-12-04,4,4,11
2017-12-12-05,4,4,16
2017-12-12-06,4,4,14
2017-12-12-07,4,4,0
2017-12-12-08,4,4,35
2017-12-12-09,4,4,29
2017-12-12-10,4,4,6
2017-12-12-11,4,4,24
2017-12-12-13,4,4,6
2017-12-12-14,4,4,0
2017-12-12-15,4,4,22
2017-12-12-16,4,4,5
2017-12-12-17,4,4,0
2017-12-12-18,4,4,9
2017-12-12-19,4,4,21
2017-12-12-20,4,4,19
2017-12-12-21,4,4,7
2017-12-12-22,4,4,3
2017-12-12-23,4,4,20
2017-12-13-00,4,4,3
2017-12-13-01,4,4,7
2017-12-13-02,4,4,18
2017-12-13-03,4,4,11
2017-12-13-04,4,4,8
2017-12-13-05,4,4,13
2017-12-13-06,4,4,5
2017-12-13-07,4,4,11
2017-12-13-08,4,4,12
2017-12-13-09,4,4,23
2017-12-13-10,4,4,6
2017-12-13-11,4,4,6
2017-12-13-12,4,4,0
2017-12-13-13,4,4,19
2017-12-13-14,4,4,18
2017-12-13-15,4,4,22
2017-12-13-16,4,4,10
2017-12-13-17,4,4,5
2017-12-13-18,4,4,9
2017-12-13-19,4,4,20
2017-12-13-20,4,4,15
2017-12-13-21,4,4,25
2017-12-13-22,4,4,20
2017-12-13-23,4,4,13
2017-12-14-00,4,4,20
2017-12-14-01,4,4,17
2017-12-14-02,4,4,14
2017-12-14-03,4,4,11
2017-12-14-04,4,4,15
2017-12-14-05,4,4,13
2017-12-14-06,4,4,15
2017-12-14-07,4,4,39
2017-12-14-08,4,4,18
2017-12-14-09,4,4,24
2017-12-14-10,4,4,36
2017-12-14-11,4,4,24
2017-12-14-12,4,4,32
2017-12-14-13,4,4,13
2017-12-14-14,4,4,12
2017-12-14-15,4,4,0
2017-12-14-16,4,4,10
2017-12-14-17,4,4,9
2017-12-14-18,4,4,0
2017-12-14-19,4,4,13
2017-12-14-20,4,4,19
2017-12-14-21,4,4,14
2017-12-14-22,4,4,7
2017-12-14-23,4,4,17
2017-12-15-00,4,4,10
2017-12-15-01,4,4,3
2017-12-15-02,4,4,7
2017-12-15-03,4,4,4
2017-12-15-04,4,4,16
2017-12-15-05,4,4,13
2017-12-15-06,4,4,15
2017-12-15-07,4,4,11
2017-12-15-08,4,4,12
2017-12-15-09,4,4,15
2017-12-15-10,4,4,28
2017-12-15-11,4,4,14
2017-12-15-12,4,4,8
2017-12-15-13,4,4,23
2017-12-15-14,4,4,14
2017-12-15-15,4,4,0
2017-12-15-16,4,4,6
2017-12-15-17,4,4,6
2017-12-15-18,4,4,21
2017-12-15-19,4,4,39
2017-12-15-20,4,4,31
2017-12-15-21,4,4,30
2017-12-15-22,4,4,20
2017-12-15-23,4,4,24
2017-12-16-00,4,4,12
2017-12-16-01,4,4,17
2017-12-16-02,4,4,13
2017-12-16-03,4,4,18
2017-12-16-04,4,4,29
2017-12-16-05,4,4,11
2017-12-16-06,4,4,18
2017-12-16-07,4,4,0
2017-12-16-08,4,4,29
2017-12-16-09,4,4,15
2017-12-16-10,4,4,8
2017-12-16-11,4,4,32
2017-12-16-12,4,4,25
2017-12-16-13,4,4,25
2017-12-16-14,4,4,8
2017-12-16-15,4,4,8
2017-12-16-16,4,4,0
2017-12-16-17,4,4,0
2017-12-16-18,4,4,0
2017-12-16-19,4,4,0
2017-12-16-20,4,4,27
2017-12-16-21,4,4,10
2017-12-16-22,4,4,14
2017-12-16-23,4,4,32
2017-12-17-00,4,4,9
2017-12-17-01,4,4,5
2017-12-17-02,4,4,29
2017-12-17-03,4,4,15
2017-12-17-04,4,4,26
2017-12-17-05,4,4,6
2017-12-17-06,4,4,12
2017-12-17-07,4,4,21
2017-12-17-09,4,4,0
2017-12-17-10,4,4,31
2017-12-17-11,4,4,24
2017-12-17-12,4,4,17
2017-12-17-13,4,4,17
2017-12-17-14,4,4,8
2017-12-17-15,4,4,0
2017-12-17-16,4,4,7
2017-12-17-17,4,4,13
2017-12-17-18,4,4,0
2017-12-17-19,4,4,11
2017-12-17-20,4,4,5
2017-12-17-21,4,4,10
2017-12-17-22,4,4,14
2017-12-17-23,4,4,18
2017-12-18-00,4,4,9
2017-12-18-01,4,4,18
2017-12-18-02,4,4,37
2017-12-18-03,4,4,19
2017-12-18-04,4,4,15
2017-12-18-05,4,4,16
2017-12-18-07,4,4,0
2017-12-18-08,4,4,14
2017-12-18-09,4,4,7
2017-12-18-10,4,4,7
2017-12-18-11,4,4,28
2017-12-18-12,4,4,15
2017-12-18-13,4,4,14
2017-12-18-14,4,4,7
2017-12-18-15,4,4,25
2017-12-18-16,4,4,6
2017-12-18-17,4,4,0
2017-12-18-18,4,4,20
2017-12-18-19,4,4,5
2017-12-18-20,4,4,13
2017-12-18-21,4,4,8
2017-12-18-22,4,4,4
2017-12-18-23,4,4,8
2017-12-19-00,4,4,4
2017-12-19-01,4,4,20
2017-12-19-02,4,4,16
2017-12-19-03,4,4,4
2017-12-19-04,4,4,9
2017-12-19-05,4,4,15
2017-12-19-06,4,4,11
2017-12-19-07,4,4,13
2017-12-19-08,4,4,7
2017-12-19-09,4,4,20
2017-12-19-10,4,4,7
2017-12-19-11,4,4,0
2017-12-19-12,4,4,15
2017-12-19-13,4,4,29
2017-12-19-14,4,4,14
2017-12-19-15,4,4,19
2017-12-19-16,4,4,6
2017-12-19-17,4,4,0
2017-12-19-18,4,4,16
2017-12-19-19,4,4,10
2017-12-19-20,4,4,18
2017-12-19-21,4,4,17
2017-12-19-22,4,4,16
2017-12-19-23,4,4,12
2017-12-20-00,4,4,8
2017-12-20-01,4,4,16
2017-12-20-02,4,4,13
2017-12-20-03,4,4,22
2017-12-20-04,4,4,14
2017-12-20-05,4,4,0
2017-12-20-06,4,4,6
2017-12-20-07,4,4,7
2017-12-20-08,4,4,14
2017-12-20-09,4,4,14
2017-12-20-10,4,4,28
2017-12-20-11,4,4,7
2017-12-20-12,4,4,8
2017-12-20-13,4,4,15
2017-12-20-14,4,4,7
2017-12-20-15,4,4,13
2017-12-20-16,4,4,6
2017-12-20-17,4,4,17
2017-12-20-18,4,4,10
2017-12-20-19,4,4,25
2017-12-20-20,4,4,23
2017-12-20-21,4,4,8
2017-12-20-22,4,4,12
2017-12-20-23,4,4,12
2017-12-21-00,4,4,16
2017-12-21-01,4,4,4
2017-12-21-02,4,4,22
2017-12-21-03,4,4,9
2017-12-21-04,4,4,5
2017-12-21-05,4,4,0
2017-12-21-06,4,4,6
2017-12-21-07,4,4,27
2017-12-21-08,4,4,0
2017-12-21-09,4,4,36
2017-12-21-10,4,4,7
2017-12-21-11,4,4,0
2017-12-21-12,4,4,22
2017-12-21-13,4,4,0
2017-12-21-14,4,4,7
2017-12-21-15,4,4,13
2017-12-21-16,4,4,6
2017-12-21-17,4,4,0
2017-12-21-18,4,4,11
2017-12-21-19,4,4,5
2017-12-21-20,4,4,9
2017-12-21-21,4,4,13
2017-12-21-22,4,4,12
2017-12-21-23,4,4,12
2017-12-22-00,4,4,8
2017-12-22-01,4,4,17
2017-12-22-02,4,4,9
2017-12-22-03,4,4,14
2017-12-22-04,4,4,10
2017-12-22-05,4,4,16
2017-12-22-06,4,4,0
2017-12-22-07,4,4,20
2018-01-12-06,4,4,8
2018-01-12-07,4,4,18
2018-01-12-08,4,4,0
2018-01-12-09,4,4,19
2018-01-12-10,4,4,9
2018-01-12-11,4,4,6
2018-01-12-12,4,4,25
2018-01-12-13,4,4,12
2018-01-12-14,4,4,12
2018-01-12-15,4,4,16
2018-01-12-16,4,4,0
2018-01-12-17,4,4,5
2018-01-12-18,4,4,17
2018-01-12-19,4,4,12
2018-01-12-20,4,4,26
2018-01-12-21,4,4,14
2018-01-12-22,4,4,3
2018-01-12-23,4,4,10
2018-01-13-00,4,4,10
2018-01-13-01,4,4,7
2018-01-13-02,4,4,35
2018-01-13-03,4,4,11
2018-01-13-04,4,4,19
2018-01-13-05,4,4,12
2018-01-13-06,4,4,19
2018-01-13-07,4,4,0
2018-01-13-08,4,4,17
2018-01-13-09,4,4,24
2018-01-13-10,4,4,18
2018-01-13-11,4,4,6
2018-01-13-12,4,4,27
2018-01-13-13,4,4,14
2018-01-13-14,4,4,0
2018-01-13-15,4,4,12
2018-01-13-16,4,4,0
2018-01-13-17,4,4,5
2018-01-13-18,4,4,20
2018-01-13-19,4,4,14
2018-01-13-20,4,4,9
2018-01-13-21,4,4,20
2018-01-13-23,4,4,18
2018-01-14-00,4,4,4
2018-01-14-01,4,4,22
2018-01-14-02,4,4,26
2018-01-14-03,4,4,24
2018-01-14-04,4,4,12
2018-01-14-05,4,4,9
2018-01-14-06,4,4,29
2018-01-14-07,4,4,16
2018-01-14-08,4,4,23
2018-01-14-10,4,4,12
2018-01-14-11,4,4,13
2018-01-14-12,4,4,20
2018-01-14-13,4,4,14
2018-01-14-14,4,4,14
2018-01-14-15,4,4,13
2018-01-14-16,4,4,6
2018-01-14-17,4,4,31
2018-01-14-18,4,4,24
2018-01-14-19,4,4,5
2018-01-14-20,4,4,17
2018-01-14-21,4,4,4
2018-01-14-22,4,4,7
2018-01-14-23,4,4,22
2018-01-15-00,4,4,14
2018-01-15-01,4,4,14
2018-01-15-02,4,4,26
2018-01-15-03,4,4,15
2018-01-15-05,4,4,8
2018-01-15-06,4,4,33
2018-01-15-07,4,4,38
2018-01-15-08,4,4,23
2018-01-15-09,4,4,17
2018-01-15-10,4,4,11
2018-01-15-11,4,4,12
2018-01-15-12,4,4,0
2018-01-15-13,4,4,30
2018-01-15-14,4,4,17
2018-01-15-15,4,4,10
2018-01-15-16,4,4,0
2018-01-15-17,4,4,9
2018-01-15-18,4,4,12
2018-01-15-19,4,4,19
2018-01-15-20,4,4,4
2018-01-15-21,4,4,30
2018-01-15-22,4,4,19
2018-01-15-23,4,4,13
2018-01-16-00,4,4,16
2018-01-16-01,4,4,16
2018-01-16-02,4,4,23
2018-01-16-03,4,4,7
2018-01-16-04,4,4,18
2018-01-16-05,4,4,31
2018-01-16-06,4,4,4
2018-01-16-07,4,4,15
2018-01-16-08,4,4,22
2018-01-16-09,4,4,22
2018-01-16-10,4,4,28
2018-01-16-11,4,4,34
2018-01-16-12,4,4,36
2018-01-16-13,4,4,18
2018-01-16-14,4,4,17
2018-01-16-15,4,4,0
2018-01-16-16,4,4,9
2018-01-16-17,4,4,4
2018-01-16-18,4,4,8
2018-01-16-19,4,4,31
2018-01-16-20,4,4,21
2018-01-16-21,4,4,13
2018-01-16-22,4,4,22
2018-01-16-23,4,4,15
2018-01-17-00,4,4,15
2018-01-17-01,4,4,13
2018-01-17-02,4,4,7
2018-01-17-03,4,4,31
2018-01-17-04,4,4,14
2018-01-17-05,4,4,4
2018-01-17-06,4,4,22
2018-01-17-07,4,4,10
2018-01-17-08,4,4,11
2018-01-17-09,4,4,22
2018-01-17-10,4,4,16
2018-01-17-11,4,4,23
2018-01-17-12,4,4,24
2018-01-17-13,4,4,0
2018-01-17-14,4,4,11
2018-01-17-15,4,4,20
2018-01-17-16,4,4,18
2018-01-17-17,4,4,8
2018-01-17-18,4,4,20
2018-01-17-19,4,4,15
2018-01-17-20,4,4,25
2018-01-17-21,4,4,13
2018-01-17-22,4,4,28
2018-01-17-23,4,4,12
2018-01-18-00,4,4,19
2018-01-18-01,4,4,13
2018-01-18-02,4,4,10
2018-01-18-03,4,4,17
2018-01-18-04,4,4,22
2018-01-18-05,4,4,31
2018-01-18-06,4,4,27
2018-01-18-07,4,4,21
2018-01-18-08,4,4,22
2018-01-18-09,4,4,27
2018-01-18-10,4,4,11
2018-01-18-11,4,4,29
2018-01-18-12,4,4,6
2018-01-18-13,4,4,6
2018-01-18-14,4,4,11
2018-01-18-15,4,4,0
2018-01-18-16,4,4,0
2018-01-18-17,4,4,17
2018-01-18-18,4,4,4
2018-01-18-19,4,4,19
2018-01-18-20,4,4,28
2018-01-18-21,4,4,6
2018-01-18-22,4,4,15
2018-01-18-23,4,4,24
2018-01-19-00,4,4,12
2018-01-19-01,4,4,16
2018-01-19-02,4,4,17
2018-01-19-03,4,4,14
2018-01-19-04,4,4,14
2018-01-19-05,4,4,24
2018-01-19-06,4,4,13
2018-01-19-07,4,4,5
2018-01-19-08,4,4,22
2018-01-19-09,4,4,11
2018-01-19-10,4,4,0
2018-01-19-11,4,4,28
2018-01-19-12,4,4,37
2018-01-19-13,4,4,15
2018-01-19-14,4,4,27
2018-01-19-15,4,4,0
2018-01-19-16,4,4,6
2018-01-19-17,4,4,0
2018-01-19-18,4,4,10
2018-01-19-19,4,4,19
2018-01-19-20,4,4,18
2018-01-19-21,4,4,25
2018-01-19-22,4,4,20
2018-01-19-23,4,4,12
2018-01-20-00,4,4,12
2018-01-20-01,4,4,4
2018-01-20-02,4,4,8
2018-01-20-03,4,4,17
2018-01-20-04,4,4,23
2018-01-20-05,4,4,20
2018-01-20-06,4,4,23
2018-01-20-07,4,4,26
2018-01-20-08,4,4,14
2018-01-20-09,4,4,22
2018-01-20-10,4,4,22
2018-01-20-11,4,4,23
2018-01-20-12,4,4,24
2018-01-20-14,4,4,24
2018-01-20-15,4,4,7
2018-01-20-16,4,4,0
2018-01-20-17,4,4,0
2018-01-20-18,4,4,29
2018-01-20-19,4,4,16
2018-01-20-20,4,4,31
